date,actual_spend,cumulative_spend,planned_cumulative,pacing_index,advertiser,total_budget,daily_budget,remaining_budget,budget_anomaly_flag,budget_anomaly_detail
2024-03-06,2569.1584000000003,178089.25400000002,110000.0,1.6189932181818183,Netflix,150000,1666.6666666666667,-28089.254000000015,False,1.54x pace — within normal range
2024-03-07,2680.5589,180769.81290000002,111666.66666666667,1.6188341453731345,Netflix,150000,1666.6666666666667,-30769.81290000002,False,1.61x pace — within normal range
2024-03-08,2995.7781,183765.59100000001,113333.33333333334,1.6214610970588235,Netflix,150000,1666.6666666666667,-33765.591000000015,False,1.80x pace — within normal range
2024-03-09,2919.8085,186685.39950000003,115000.0,1.6233513000000002,Netflix,150000,1666.6666666666667,-36685.39950000003,False,1.75x pace — within normal range
2024-03-10,2492.8626,189178.26210000002,116666.66666666667,1.621527960857143,Netflix,150000,1666.6666666666667,-39178.26210000002,False,1.50x pace — within normal range
2024-03-11,2689.4556000000002,191867.7177,118333.33333333334,1.6214173326760564,Netflix,150000,1666.6666666666667,-41867.71770000001,False,1.61x pace — within normal range
2024-03-12,2490.9583000000002,194358.676,120000.0,1.6196556333333334,Netflix,150000,1666.6666666666667,-44358.67600000001,False,1.49x pace — within normal range
2024-03-13,2573.0845,196931.7605,121666.66666666667,1.618617209589041,Netflix,150000,1666.6666666666667,-46931.760500000004,False,1.54x pace — within normal range
2024-03-14,3064.5562,199996.3167,123333.33333333334,1.6215917570270268,Netflix,150000,1666.6666666666667,-49996.316699999996,False,1.84x pace — within normal range
2024-03-15,2615.843,202612.1597,125000.0,1.6208972776,Netflix,150000,1666.6666666666667,-52612.15969999999,False,1.57x pace — within normal range
2024-03-16,2828.3257000000003,205440.48539999998,126666.66666666667,1.6218985689473682,Netflix,150000,1666.6666666666667,-55440.485399999976,False,1.70x pace — within normal range
2024-03-17,2783.8858,208224.37119999997,128333.33333333334,1.6225275677922073,Netflix,150000,1666.6666666666667,-58224.371199999965,False,1.67x pace — within normal range
2024-03-18,3022.3608,211246.73199999996,130000.0,1.6249748615384612,Netflix,150000,1666.6666666666667,-61246.73199999996,False,1.81x pace — within normal range
2024-03-19,2728.7434,213975.47539999997,131666.6666666667,1.625130192911392,Netflix,150000,1666.6666666666667,-63975.47539999997,False,1.64x pace — within normal range
2024-03-20,2772.9018,216748.37719999996,133333.33333333334,1.6256128289999996,Netflix,150000,1666.6666666666667,-66748.37719999996,False,1.66x pace — within normal range
2024-03-21,2980.616,219728.99319999997,135000.0,1.6276221718518515,Netflix,150000,1666.6666666666667,-69728.99319999997,False,1.79x pace — within normal range
2024-03-22,2698.04,222427.03319999998,136666.6666666667,1.6275148770731702,Netflix,150000,1666.6666666666667,-72427.03319999998,False,1.62x pace — within normal range
2024-03-23,2855.0162,225282.0494,138333.33333333334,1.6285449354216865,Netflix,150000,1666.6666666666667,-75282.04939999999,False,1.71x pace — within normal range
2024-03-24,2934.7456,228216.79499999998,140000.0,1.6301199642857143,Netflix,150000,1666.6666666666667,-78216.79499999998,False,1.76x pace — within normal range
2024-03-25,2820.5118,231037.3068,141666.6666666667,1.6308515774117645,Netflix,150000,1666.6666666666667,-81037.30679999999,False,1.69x pace — within normal range
2024-03-26,2664.8911,233702.1979,143333.33333333334,1.6304804504651162,Netflix,150000,1666.6666666666667,-83702.1979,False,1.60x pace — within normal range
2024-03-27,2725.6886000000004,236427.8865,145000.0,1.630537148275862,Netflix,150000,1666.6666666666667,-86427.8865,False,1.64x pace — within normal range
2024-03-28,2749.5084,239177.39489999998,146666.6666666667,1.6307549652272724,Netflix,150000,1666.6666666666667,-89177.39489999998,False,1.65x pace — within normal range
2024-03-29,2673.1675,241850.5624,148333.33333333334,1.6304532296629213,Netflix,150000,1666.6666666666667,-91850.5624,False,1.60x pace — within normal range
2024-03-30,2486.7521,244337.3145,150000.0,1.62891543,Netflix,150000,1666.6666666666667,-94337.31450000001,False,1.49x pace — within normal range
2024-01-01,1858.132,1858.132,1111.111111111111,1.6723188,AmericanExpress,100000,1111.111111111111,98141.868,False,1.67x pace — within normal range
2024-01-02,1677.6314,3535.7634,2222.222222222222,1.59109353,AmericanExpress,100000,1111.111111111111,96464.2366,False,1.51x pace — within normal range
2024-01-03,1903.8689,5439.632299999999,3333.333333333333,1.63188969,AmericanExpress,100000,1111.111111111111,94560.3677,False,1.71x pace — within normal range
2024-01-04,1549.6593,6989.2916,4444.444444444444,1.57259061,AmericanExpress,100000,1111.111111111111,93010.7084,False,1.39x pace — within normal range
2024-01-05,1778.1955,8767.4871,5555.555555555556,1.578147678,AmericanExpress,100000,1111.111111111111,91232.5129,False,1.60x pace — within normal range
2024-01-06,1538.5352,10306.0223,6666.666666666666,1.5459033450000002,AmericanExpress,100000,1111.111111111111,89693.9777,False,1.38x pace — within normal range
2024-01-07,1890.8142,12196.836500000001,7777.777777777777,1.568164692857143,AmericanExpress,100000,1111.111111111111,87803.1635,False,1.70x pace — within normal range
2024-01-08,1593.1688000000001,13790.0053,8888.888888888889,1.5513755962500002,AmericanExpress,100000,1111.111111111111,86209.9947,False,1.43x pace — within normal range
2024-01-09,1827.3903,15617.3956,10000.0,1.56173956,AmericanExpress,100000,1111.111111111111,84382.6044,False,1.64x pace — within normal range
2024-01-10,1774.8602,17392.2558,11111.111111111111,1.565303022,AmericanExpress,100000,1111.111111111111,82607.7442,False,1.60x pace — within normal range
2024-01-11,1737.6341,19129.8899,12222.222222222223,1.5651728099999997,AmericanExpress,100000,1111.111111111111,80870.1101,False,1.56x pace — within normal range
2024-01-12,1599.752,20729.6419,13333.333333333332,1.5547231425,AmericanExpress,100000,1111.111111111111,79270.3581,False,1.44x pace — within normal range
2024-01-13,1794.8038,22524.4457,14444.444444444443,1.5593847023076923,AmericanExpress,100000,1111.111111111111,77475.5543,False,1.62x pace — within normal range
2024-01-14,1752.8337999999999,24277.2795,15555.555555555555,1.5606822535714286,AmericanExpress,100000,1111.111111111111,75722.7205,False,1.58x pace — within normal range
2024-01-15,1821.5232999999998,26098.8028,16666.666666666668,1.565928168,AmericanExpress,100000,1111.111111111111,73901.1972,False,1.64x pace — within normal range
2024-01-16,1853.5486,27952.3514,17777.777777777777,1.57231976625,AmericanExpress,100000,1111.111111111111,72047.6486,False,1.67x pace — within normal range
2024-01-17,2043.2057,29995.557099999998,18888.888888888887,1.588000081764706,AmericanExpress,100000,1111.111111111111,70004.4429,False,1.84x pace — within normal range
2024-01-18,1703.3971000000001,31698.9542,20000.0,1.58494771,AmericanExpress,100000,1111.111111111111,68301.04579999999,False,1.53x pace — within normal range
2024-01-19,1720.9367,33419.8909,21111.11111111111,1.5830474636842107,AmericanExpress,100000,1111.111111111111,66580.1091,False,1.55x pace — within normal range
2024-01-20,1662.7216,35082.612499999996,22222.222222222223,1.5787175624999998,AmericanExpress,100000,1111.111111111111,64917.387500000004,False,1.50x pace — within normal range
2024-01-21,1797.6505000000002,36880.263,23333.333333333332,1.5805827000000001,AmericanExpress,100000,1111.111111111111,63119.737,False,1.62x pace — within normal range
2024-01-22,1719.0468999999998,38599.3099,24444.444444444445,1.5790626777272727,AmericanExpress,100000,1111.111111111111,61400.6901,False,1.55x pace — within normal range
2024-01-23,1682.9442,40282.2541,25555.555555555555,1.5762621169565216,AmericanExpress,100000,1111.111111111111,59717.7459,False,1.51x pace — within normal range
2024-01-24,1709.212,41991.4661,26666.666666666664,1.57467997875,AmericanExpress,100000,1111.111111111111,58008.5339,False,1.54x pace — within normal range
2024-01-25,1939.8395,43931.3056,27777.777777777777,1.5815270016,AmericanExpress,100000,1111.111111111111,56068.6944,False,1.75x pace — within normal range
2024-01-26,1818.4866,45749.792199999996,28888.888888888887,1.583646653076923,AmericanExpress,100000,1111.111111111111,54250.207800000004,False,1.64x pace — within normal range
2024-01-27,1883.6126,47633.4048,30000.0,1.5877801599999999,AmericanExpress,100000,1111.111111111111,52366.5952,False,1.70x pace — within normal range
2024-01-28,1756.82,49390.224799999996,31111.11111111111,1.58754294,AmericanExpress,100000,1111.111111111111,50609.775200000004,False,1.58x pace — within normal range
2024-01-29,1539.4641,50929.688899999994,32222.222222222223,1.5805765520689654,AmericanExpress,100000,1111.111111111111,49070.311100000006,False,1.39x pace — within normal range
2024-01-30,1644.8657,52574.554599999996,33333.333333333336,1.5772366379999998,AmericanExpress,100000,1111.111111111111,47425.445400000004,False,1.48x pace — within normal range
2024-01-31,1643.511,54218.065599999994,34444.444444444445,1.5740728722580644,AmericanExpress,100000,1111.111111111111,45781.934400000006,False,1.48x pace — within normal range
2024-02-01,1837.654,56055.7196,35555.555555555555,1.57656711375,AmericanExpress,100000,1111.111111111111,43944.2804,False,1.65x pace — within normal range
2024-02-02,1853.5337,57909.2533,36666.666666666664,1.579343271818182,AmericanExpress,100000,1111.111111111111,42090.7467,False,1.67x pace — within normal range
2024-02-03,1841.1695,59750.4228,37777.777777777774,1.5816288388235296,AmericanExpress,100000,1111.111111111111,40249.5772,False,1.66x pace — within normal range
2024-02-04,1959.9832000000001,61710.406,38888.88888888889,1.5868390114285715,AmericanExpress,100000,1111.111111111111,38289.594,False,1.76x pace — within normal range
2024-02-05,1873.1942,63583.6002,40000.0,1.589590005,AmericanExpress,100000,1111.111111111111,36416.3998,False,1.69x pace — within normal range
2024-02-06,1904.4594,65488.0596,41111.11111111111,1.5929528010810812,AmericanExpress,100000,1111.111111111111,34511.9404,False,1.71x pace — within normal range
2024-02-07,1801.9497000000001,67290.0093,42222.22222222222,1.5937107465789475,AmericanExpress,100000,1111.111111111111,32709.990699999995,False,1.62x pace — within normal range
2024-02-08,1815.6966,69105.7059,43333.333333333336,1.594747059230769,AmericanExpress,100000,1111.111111111111,30894.2941,False,1.63x pace — within normal range
2024-02-09,1807.2469,70912.9528,44444.444444444445,1.595541438,AmericanExpress,100000,1111.111111111111,29087.0472,False,1.63x pace — within normal range
2024-02-10,1777.1458,72690.0986,45555.555555555555,1.5956363107317073,AmericanExpress,100000,1111.111111111111,27309.901400000002,False,1.60x pace — within normal range
2024-02-11,1581.3401999999999,74271.4388,46666.666666666664,1.5915308314285717,AmericanExpress,100000,1111.111111111111,25728.561199999996,False,1.42x pace — within normal range
2024-02-12,1781.2964,76052.73520000001,47777.777777777774,1.5918014344186049,AmericanExpress,100000,1111.111111111111,23947.26479999999,False,1.60x pace — within normal range
2024-02-13,1796.2904,77849.02560000001,48888.88888888889,1.5923664327272729,AmericanExpress,100000,1111.111111111111,22150.974399999992,False,1.62x pace — within normal range
2024-02-14,1642.9436,79491.9692,50000.0,1.5898393840000002,AmericanExpress,100000,1111.111111111111,20508.030799999993,False,1.48x pace — within normal range
2024-02-15,1767.8265000000001,81259.7957,51111.11111111111,1.5898655680434783,AmericanExpress,100000,1111.111111111111,18740.204299999998,False,1.59x pace — within normal range
2024-02-16,1733.417,82993.2127,52222.22222222222,1.5892317325531917,AmericanExpress,100000,1111.111111111111,17006.787299999996,False,1.56x pace — within normal range
2024-02-17,1861.3210000000001,84854.5337,53333.33333333333,1.5910225068750001,AmericanExpress,100000,1111.111111111111,15145.4663,False,1.68x pace — within normal range
2024-02-18,1749.1715,86603.7052,54444.444444444445,1.5906802995918365,AmericanExpress,100000,1111.111111111111,13396.294800000003,False,1.57x pace — within normal range
2024-02-19,1652.1637,88255.8689,55555.555555555555,1.5886056402,AmericanExpress,100000,1111.111111111111,11744.131099999999,False,1.49x pace — within normal range
2024-02-20,1892.4705999999999,90148.3395,56666.666666666664,1.59085305,AmericanExpress,100000,1111.111111111111,9851.660499999998,False,1.70x pace — within normal range
2024-02-21,1796.0545,91944.394,57777.777777777774,1.591345280769231,AmericanExpress,100000,1111.111111111111,8055.606,False,1.62x pace — within normal range
2024-02-22,1815.5733,93759.9673,58888.88888888889,1.5921503881132075,AmericanExpress,100000,1111.111111111111,6240.032699999996,False,1.63x pace — within normal range
2024-02-23,1656.6681,95416.6354,60000.0,1.5902772566666667,AmericanExpress,100000,1111.111111111111,4583.364600000001,False,1.49x pace — within normal range
2024-02-24,1759.1364,97175.7718,61111.11111111111,1.5901489930909092,AmericanExpress,100000,1111.111111111111,2824.2281999999977,False,1.58x pace — within normal range
2024-02-25,1663.7899,98839.5617,62222.22222222222,1.5884929558928573,AmericanExpress,100000,1111.111111111111,1160.4382999999943,False,1.50x pace — within normal range
2024-02-26,1839.4938,100679.0555,63333.33333333333,1.5896692973684212,AmericanExpress,100000,1111.111111111111,-679.0555000000022,False,1.66x pace — within normal range
2024-02-27,1834.7624,102513.81790000001,64444.444444444445,1.5907316570689656,AmericanExpress,100000,1111.111111111111,-2513.817900000009,False,1.65x pace — within normal range
2024-02-28,1811.9071,104325.725,65555.55555555555,1.59140936440678,AmericanExpress,100000,1111.111111111111,-4325.725000000006,False,1.63x pace — within normal range
2024-02-29,1773.1055999999999,106098.8306,66666.66666666667,1.5914824589999998,AmericanExpress,100000,1111.111111111111,-6098.830600000001,False,1.60x pace — within normal range
2024-03-01,1629.6538,107728.4844,67777.77777777778,1.5894366550819672,AmericanExpress,100000,1111.111111111111,-7728.484400000001,False,1.47x pace — within normal range
2024-03-02,1716.8471,109445.3315,68888.88888888889,1.588722554032258,AmericanExpress,100000,1111.111111111111,-9445.3315,False,1.55x pace — within normal range
2024-03-03,1682.2214999999999,111127.553,70000.0,1.5875364714285713,AmericanExpress,100000,1111.111111111111,-11127.553,False,1.51x pace — within normal range
2024-03-04,1809.1054,112936.6584,71111.11111111111,1.58817175875,AmericanExpress,100000,1111.111111111111,-12936.6584,False,1.63x pace — within normal range
2024-03-05,1602.4313,114539.0897,72222.22222222222,1.5859258573846153,AmericanExpress,100000,1111.111111111111,-14539.089699999997,False,1.44x pace — within normal range
2024-03-06,1760.7048,116299.7945,73333.33333333333,1.5859062886363637,AmericanExpress,100000,1111.111111111111,-16299.794500000004,False,1.58x pace — within normal range
2024-03-07,1538.6341,117838.4286,74444.44444444444,1.5829042647761196,AmericanExpress,100000,1111.111111111111,-17838.4286,False,1.38x pace — within normal range
2024-03-08,1931.8815,119770.3101,75555.55555555555,1.5851952807352943,AmericanExpress,100000,1111.111111111111,-19770.310100000002,False,1.74x pace — within normal range
2024-03-09,1883.5782,121653.8883,76666.66666666667,1.5867898473913042,AmericanExpress,100000,1111.111111111111,-21653.888300000006,False,1.70x pace — within normal range
2024-03-10,1873.6146,123527.5029,77777.77777777778,1.5882107515714285,AmericanExpress,100000,1111.111111111111,-23527.502900000007,False,1.69x pace — within normal range
2024-03-11,1586.759,125114.26190000001,78888.88888888889,1.5859554325352114,AmericanExpress,100000,1111.111111111111,-25114.261900000012,False,1.43x pace — within normal range
2024-03-12,1870.634,126984.89590000002,80000.0,1.5873111987500002,AmericanExpress,100000,1111.111111111111,-26984.895900000018,False,1.68x pace — within normal range
2024-03-13,1664.8812,128649.77710000002,81111.11111111111,1.5860931423287674,AmericanExpress,100000,1111.111111111111,-28649.77710000002,False,1.50x pace — within normal range
2024-03-14,1757.6442,130407.42130000002,82222.22222222222,1.5860362050000003,AmericanExpress,100000,1111.111111111111,-30407.421300000016,False,1.58x pace — within normal range
2024-03-15,1774.3436,132181.7649,83333.33333333333,1.5861811788000002,AmericanExpress,100000,1111.111111111111,-32181.76490000001,False,1.60x pace — within normal range
2024-03-16,1605.0637,133786.8286,84444.44444444444,1.5843177071052634,AmericanExpress,100000,1111.111111111111,-33786.82860000001,False,1.44x pace — within normal range
2024-03-17,1918.3535000000002,135705.1821,85555.55555555555,1.5861644661038963,AmericanExpress,100000,1111.111111111111,-35705.182100000005,False,1.73x pace — within normal range
2024-03-18,1774.9112,137480.0933,86666.66666666667,1.586308768846154,AmericanExpress,100000,1111.111111111111,-37480.09330000001,False,1.60x pace — within normal range
2024-03-19,1693.6859,139173.77920000002,87777.77777777778,1.5855240668354431,AmericanExpress,100000,1111.111111111111,-39173.77920000002,False,1.52x pace — within normal range
2024-03-20,1722.807,140896.58620000002,88888.88888888889,1.5850865947500001,AmericanExpress,100000,1111.111111111111,-40896.58620000002,False,1.55x pace — within normal range
2024-03-21,1932.1302,142828.71640000003,90000.0,1.586985737777778,AmericanExpress,100000,1111.111111111111,-42828.716400000034,False,1.74x pace — within normal range
2024-03-22,1888.9111,144717.62750000003,91111.11111111111,1.588364204268293,AmericanExpress,100000,1111.111111111111,-44717.62750000003,False,1.70x pace — within normal range
2024-03-23,2044.7885,146762.41600000003,92222.22222222222,1.5913996915662654,AmericanExpress,100000,1111.111111111111,-46762.41600000003,False,1.84x pace — within normal range
2024-03-24,1924.1889999999999,148686.60500000004,93333.33333333333,1.5930707678571434,AmericanExpress,100000,1111.111111111111,-48686.60500000004,False,1.73x pace — within normal range
2024-03-25,1694.7872,150381.39220000003,94444.44444444444,1.5922735644705888,AmericanExpress,100000,1111.111111111111,-50381.39220000003,False,1.53x pace — within normal range
2024-03-26,1864.8403999999998,152246.23260000002,95555.55555555555,1.5932745272093027,AmericanExpress,100000,1111.111111111111,-52246.23260000002,False,1.68x pace — within normal range
2024-03-27,2006.4881,154252.7207,96666.66666666667,1.5957178003448276,AmericanExpress,100000,1111.111111111111,-54252.720700000005,False,1.81x pace — within normal range
2024-03-28,1796.0821999999998,156048.8029,97777.77777777778,1.5959536660227274,AmericanExpress,100000,1111.111111111111,-56048.80290000001,False,1.62x pace — within normal range
2024-03-29,1648.2641999999998,157697.06710000001,98888.88888888889,1.5946894425842697,AmericanExpress,100000,1111.111111111111,-57697.067100000015,False,1.48x pace — within normal range
2024-03-30,2001.2449,159698.312,100000.0,1.59698312,AmericanExpress,100000,1111.111111111111,-59698.312000000005,False,1.80x pace — within normal range
2024-01-01,261.5771,261.5771,555.5555555555555,0.47083877999999996,Nike,50000,555.5555555555555,49738.4229,False,0.47x pace — within normal range
2024-01-02,247.5521,509.12919999999997,1111.111111111111,0.45821628,Nike,50000,555.5555555555555,49490.8708,False,0.45x pace — within normal range
2024-01-03,275.2826,784.4118,1666.6666666666665,0.47064708000000005,Nike,50000,555.5555555555555,49215.5882,False,0.50x pace — within normal range
