date,advertiser,ad_format,impressions,spend,avg_cpm,clicks,conversions,pmp_impressions,ctr,cvr,simulated_revenue,roas
2024-01-07,Nike,display,36,208.7887,5.799686111111111,0,0,0,0.0,0.0,0.0,0.0
2024-01-07,Nike,mobile,23,134.3659,5.841995652173914,0,0,0,0.0,0.0,0.0,0.0
2024-01-07,Toyota,display,20,117.4697,5.8734850000000005,0,0,0,0.0,0.0,0.0,0.0
2024-01-07,Toyota,mobile,21,139.0927,6.623461904761905,0,0,0,0.0,0.0,0.0,0.0
2024-01-08,AmericanExpress,display,118,796.0506,6.746191525423729,0,0,14,0.0,0.0,0.0,0.0
2024-01-08,AmericanExpress,mobile,81,539.7304,6.663338271604939,0,0,8,0.0,0.0,0.0,0.0
2024-01-08,AmericanExpress,native,34,257.3878,7.570229411764707,0,0,3,0.0,0.0,0.0,0.0
2024-01-08,Netflix,display,331,1786.9581,5.39866495468278,0,0,98,0.0,0.0,0.0,0.0
2024-01-08,Netflix,mobile,183,952.7134,5.206084153005464,0,0,51,0.0,0.0,0.0,0.0
2024-01-08,Nike,display,41,241.0553,5.879397560975609,0,0,2,0.0,0.0,0.0,0.0
2024-01-08,Nike,mobile,17,97.8577,5.756335294117647,0,0,0,0.0,0.0,0.0,0.0
2024-01-08,Toyota,display,23,158.4599,6.8895608695652175,0,0,0,0.0,0.0,0.0,0.0
2024-01-08,Toyota,mobile,13,76.3553,5.873484615384616,0,0,0,0.0,0.0,0.0,0.0
2024-01-09,AmericanExpress,display,133,867.9058,6.525607518796993,0,0,13,0.0,0.0,0.0,0.0
2024-01-09,AmericanExpress,mobile,96,654.0023,6.812523958333333,0,0,10,0.0,0.0,0.0,0.0
2024-01-09,AmericanExpress,native,42,305.48220000000003,7.273385714285715,0,0,4,0.0,0.0,0.0,0.0
2024-01-09,Netflix,display,325,1751.6131,5.389578769230769,1,0,94,0.003076923076923077,0.0,0.0,0.0
2024-01-09,Netflix,mobile,180,886.4757,4.924865,0,0,39,0.0,0.0,0.0,0.0
2024-01-09,Nike,display,25,152.5218,6.100872000000001,0,0,3,0.0,0.0,0.0,0.0
2024-01-09,Nike,mobile,17,100.1569,5.891582352941176,0,0,0,0.0,0.0,0.0,0.0
2024-01-09,Toyota,display,17,105.9121,6.230123529411764,0,0,0,0.0,0.0,0.0,0.0
2024-01-09,Toyota,mobile,12,72.96809999999999,6.080674999999999,0,0,0,0.0,0.0,0.0,0.0
2024-01-10,AmericanExpress,display,135,909.8073,6.7393133333333335,0,0,13,0.0,0.0,0.0,0.0
2024-01-10,AmericanExpress,mobile,95,625.8403,6.587792631578947,0,0,8,0.0,0.0,0.0,0.0
2024-01-10,AmericanExpress,native,32,239.2126,7.47539375,0,0,1,0.0,0.0,0.0,0.0
2024-01-10,Netflix,display,304,1562.9533,5.14129375,0,0,80,0.0,0.0,0.0,0.0
2024-01-10,Netflix,mobile,205,1081.5084,5.275650731707317,0,0,58,0.0,0.0,0.0,0.0
2024-01-10,Nike,display,32,191.3559,5.979871875,0,0,2,0.0,0.0,0.0,0.0
2024-01-10,Nike,mobile,14,85.6663,6.119021428571429,0,0,1,0.0,0.0,0.0,0.0
2024-01-10,Toyota,display,22,139.381,6.3355,0,0,0,0.0,0.0,0.0,0.0
2024-01-10,Toyota,mobile,11,76.7276,6.9752363636363635,0,0,0,0.0,0.0,0.0,0.0
2024-01-11,AmericanExpress,display,137,919.8269,6.71406496350365,0,0,16,0.0,0.0,0.0,0.0
2024-01-11,AmericanExpress,mobile,79,546.6218,6.919263291139241,0,0,9,0.0,0.0,0.0,0.0
2024-01-11,AmericanExpress,native,36,271.1854,7.532927777777778,0,0,2,0.0,0.0,0.0,0.0
2024-01-11,Netflix,display,290,1494.5529999999999,5.153631034482758,1,0,77,0.0034482758620689655,0.0,0.0,0.0
2024-01-11,Netflix,mobile,211,1093.265,5.181350710900475,0,0,56,0.0,0.0,0.0,0.0
2024-01-11,Nike,display,31,183.7651,5.927906451612903,0,0,1,0.0,0.0,0.0,0.0
2024-01-11,Nike,mobile,19,111.4411,5.865321052631579,0,0,0,0.0,0.0,0.0,0.0
2024-01-11,Toyota,display,28,166.6786,5.952807142857142,0,0,0,0.0,0.0,0.0,0.0
2024-01-11,Toyota,mobile,20,130.6597,6.532984999999999,0,0,0,0.0,0.0,0.0,0.0
2024-01-12,AmericanExpress,display,114,757.4544,6.644336842105263,0,0,11,0.0,0.0,0.0,0.0
2024-01-12,AmericanExpress,mobile,90,599.7526,6.663917777777778,0,0,7,0.0,0.0,0.0,0.0
2024-01-12,AmericanExpress,native,33,242.545,7.349848484848485,0,0,2,0.0,0.0,0.0,0.0
2024-01-12,Netflix,display,309,1532.4968,4.959536569579288,0,0,75,0.0,0.0,0.0,0.0
2024-01-12,Netflix,mobile,207,1054.3349,5.0934053140096625,0,0,48,0.0,0.0,0.0,0.0
2024-01-12,Nike,display,26,162.8063,6.261780769230769,0,0,4,0.0,0.0,0.0,0.0
2024-01-12,Nike,mobile,18,107.22710000000001,5.957061111111112,0,0,2,0.0,0.0,0.0,0.0
2024-01-12,Toyota,display,19,115.534,6.080736842105264,0,0,0,0.0,0.0,0.0,0.0
2024-01-12,Toyota,mobile,13,87.7216,6.747815384615384,0,0,0,0.0,0.0,0.0,0.0
2024-01-13,AmericanExpress,display,135,936.6247,6.93796074074074,0,0,19,0.0,0.0,0.0,0.0
2024-01-13,AmericanExpress,mobile,97,641.9106,6.617635051546392,0,0,8,0.0,0.0,0.0,0.0
2024-01-13,AmericanExpress,native,31,216.2685,6.976403225806451,0,0,1,0.0,0.0,0.0,0.0
2024-01-13,Netflix,display,312,1719.6491,5.5116958333333335,0,0,96,0.0,0.0,0.0,0.0
2024-01-13,Netflix,mobile,194,1034.6127999999999,5.333055670103092,1,0,54,0.005154639175257732,0.0,0.0,0.0
2024-01-13,Nike,display,35,210.7525,6.0215,0,0,2,0.0,0.0,0.0,0.0
2024-01-13,Nike,mobile,24,147.829,6.159541666666667,0,0,3,0.0,0.0,0.0,0.0
2024-01-13,Toyota,display,23,141.0411,6.132221739130435,0,0,0,0.0,0.0,0.0,0.0
2024-01-13,Toyota,mobile,18,120.0877,6.671538888888889,0,0,0,0.0,0.0,0.0,0.0
2024-01-14,AmericanExpress,display,120,820.064,6.833866666666666,0,0,13,0.0,0.0,0.0,0.0
2024-01-14,AmericanExpress,mobile,94,646.4996,6.8776553191489365,0,0,13,0.0,0.0,0.0,0.0
2024-01-14,AmericanExpress,native,38,286.2702,7.533426315789473,0,0,5,0.0,0.0,0.0,0.0
2024-01-14,Netflix,display,313,1635.3022,5.22460766773163,0,0,84,0.0,0.0,0.0,0.0
2024-01-14,Netflix,mobile,198,1036.6043,5.235375252525253,0,0,54,0.0,0.0,0.0,0.0
2024-01-14,Nike,display,25,144.1094,5.7643759999999995,0,0,0,0.0,0.0,0.0,0.0
2024-01-14,Nike,mobile,19,107.9118,5.679568421052632,0,0,0,0.0,0.0,0.0,0.0
2024-01-14,Toyota,display,23,148.5982,6.460791304347826,0,0,0,0.0,0.0,0.0,0.0
2024-01-14,Toyota,mobile,13,82.8872,6.375938461538462,0,0,0,0.0,0.0,0.0,0.0
2024-01-15,AmericanExpress,display,134,889.5617,6.638520149253731,0,0,10,0.0,0.0,0.0,0.0
2024-01-15,AmericanExpress,mobile,94,646.2283,6.87476914893617,0,0,12,0.0,0.0,0.0,0.0
2024-01-15,AmericanExpress,native,39,285.7333,7.326494871794871,1,0,4,0.02564102564102564,0.0,0.0,0.0
2024-01-15,Netflix,display,338,1635.6218,4.839117751479289,1,0,66,0.0029585798816568047,0.0,0.0,0.0
2024-01-15,Netflix,mobile,225,1228.9451999999999,5.461978666666666,1,0,72,0.0044444444444444444,0.0,0.0,0.0
2024-01-15,Nike,display,31,179.0178,5.7747677419354835,0,0,0,0.0,0.0,0.0,0.0
2024-01-15,Nike,mobile,15,93.9954,6.266360000000001,0,0,1,0.0,0.0,0.0,0.0
2024-01-15,Toyota,display,19,115.5606,6.082136842105263,0,0,0,0.0,0.0,0.0,0.0
2024-01-15,Toyota,mobile,14,85.9398,6.1385571428571435,0,0,0,0.0,0.0,0.0,0.0
2024-01-16,AmericanExpress,display,138,920.8388,6.672744927536232,1,0,12,0.007246376811594203,0.0,0.0,0.0
2024-01-16,AmericanExpress,mobile,104,698.4434,6.715801923076923,0,0,9,0.0,0.0,0.0,0.0
2024-01-16,AmericanExpress,native,31,234.2664,7.556980645161291,0,0,0,0.0,0.0,0.0,0.0
2024-01-16,Netflix,display,315,1630.5175,5.1762460317460315,0,0,80,0.0,0.0,0.0,0.0
2024-01-16,Netflix,mobile,222,1184.4042,5.335154054054054,0,0,64,0.0,0.0,0.0,0.0
2024-01-16,Nike,display,36,215.2132,5.978144444444444,0,0,2,0.0,0.0,0.0,0.0
2024-01-16,Nike,mobile,17,102.7373,6.043370588235295,0,0,1,0.0,0.0,0.0,0.0
2024-01-16,Toyota,display,23,141.4814,6.151365217391304,0,0,0,0.0,0.0,0.0,0.0
2024-01-16,Toyota,mobile,10,62.134,6.2134,0,0,0,0.0,0.0,0.0,0.0
2024-01-17,AmericanExpress,display,149,994.5562,6.674873825503355,0,0,14,0.0,0.0,0.0,0.0
2024-01-17,AmericanExpress,mobile,99,670.9588,6.777361616161616,0,0,11,0.0,0.0,0.0,0.0
2024-01-17,AmericanExpress,native,52,377.6907,7.263282692307692,0,0,3,0.0,0.0,0.0,0.0
2024-01-17,Netflix,display,313,1631.727,5.213185303514377,0,0,94,0.0,0.0,0.0,0.0
2024-01-17,Netflix,mobile,215,1099.9061,5.115842325581395,0,0,56,0.0,0.0,0.0,0.0
2024-01-17,Nike,display,24,144.0997,6.004154166666667,0,0,1,0.0,0.0,0.0,0.0
2024-01-17,Nike,mobile,18,111.7816,6.2100888888888885,0,0,1,0.0,0.0,0.0,0.0
2024-01-17,Toyota,display,17,101.3429,5.961347058823529,0,0,0,0.0,0.0,0.0,0.0
2024-01-17,Toyota,mobile,14,89.2206,6.3729000000000005,0,0,0,0.0,0.0,0.0,0.0
2024-01-18,AmericanExpress,display,137,902.6806,6.588909489051095,0,0,9,0.0,0.0,0.0,0.0
2024-01-18,AmericanExpress,mobile,78,508.4109,6.518088461538462,0,0,4,0.0,0.0,0.0,0.0
2024-01-18,AmericanExpress,native,40,292.30559999999997,7.307639999999999,0,0,3,0.0,0.0,0.0,0.0
2024-01-18,Netflix,display,301,1669.7765,5.547430232558139,1,0,97,0.0033222591362126247,0.0,0.0,0.0
2024-01-18,Netflix,mobile,227,1208.5230999999999,5.323890308370044,0,0,60,0.0,0.0,0.0,0.0
2024-01-18,Nike,display,33,200.9834,6.09040606060606,0,0,3,0.0,0.0,0.0,0.0
2024-01-18,Nike,mobile,17,105.065,6.180294117647058,0,0,3,0.0,0.0,0.0,0.0
2024-01-18,Toyota,display,30,189.6482,6.321606666666667,0,0,0,0.0,0.0,0.0,0.0
2024-01-18,Toyota,mobile,17,108.6267,6.389805882352941,0,0,0,0.0,0.0,0.0,0.0
2024-01-19,AmericanExpress,display,130,909.43,6.995615384615384,0,0,16,0.0,0.0,0.0,0.0
2024-01-19,AmericanExpress,mobile,93,604.6796,6.501931182795699,0,0,8,0.0,0.0,0.0,0.0
2024-01-19,AmericanExpress,native,27,206.8271,7.660262962962963,0,0,1,0.0,0.0,0.0,0.0
2024-01-19,Netflix,display,332,1775.6879999999999,5.348457831325301,0,0,94,0.0,0.0,0.0,0.0
2024-01-19,Netflix,mobile,238,1280.1205,5.37865756302521,0,0,70,0.0,0.0,0.0,0.0
2024-01-19,Nike,display,23,135.7281,5.901221739130436,0,0,1,0.0,0.0,0.0,0.0
2024-01-19,Nike,mobile,23,133.3654,5.798495652173913,0,0,0,0.0,0.0,0.0,0.0
2024-01-19,Toyota,display,29,183.5706,6.330020689655173,0,0,0,0.0,0.0,0.0,0.0
2024-01-19,Toyota,mobile,18,116.29090000000001,6.460605555555556,0,0,0,0.0,0.0,0.0,0.0
2024-01-20,AmericanExpress,display,126,803.6857,6.378457936507936,2,0,6,0.015873015873015872,0.0,0.0,0.0
2024-01-20,AmericanExpress,mobile,87,595.466,6.844436781609195,0,0,10,0.0,0.0,0.0,0.0
2024-01-20,AmericanExpress,native,33,263.5699,7.986966666666667,0,0,3,0.0,0.0,0.0,0.0
2024-01-20,Netflix,display,303,1611.3029999999999,5.317831683168317,0,0,92,0.0,0.0,0.0,0.0
2024-01-20,Netflix,mobile,183,978.7527,5.348375409836065,0,0,49,0.0,0.0,0.0,0.0
2024-01-20,Nike,display,35,199.7618,5.707479999999999,0,0,0,0.0,0.0,0.0,0.0
2024-01-20,Nike,mobile,21,127.3896,6.066171428571429,0,0,2,0.0,0.0,0.0,0.0
2024-01-20,Toyota,display,21,137.1157,6.5293190476190475,0,0,0,0.0,0.0,0.0,0.0
2024-01-20,Toyota,mobile,10,62.0456,6.20456,0,0,0,0.0,0.0,0.0,0.0
2024-01-21,AmericanExpress,display,128,871.1076,6.805528125,0,0,15,0.0,0.0,0.0,0.0
2024-01-21,AmericanExpress,mobile,94,637.7513,6.78458829787234,0,0,9,0.0,0.0,0.0,0.0
2024-01-21,AmericanExpress,native,37,288.7916,7.805178378378379,0,0,4,0.0,0.0,0.0,0.0
2024-01-21,Netflix,display,362,1883.7483,5.203724585635359,0,0,103,0.0,0.0,0.0,0.0
2024-01-21,Netflix,mobile,203,1047.2833,5.159031034482759,0,0,54,0.0,0.0,0.0,0.0
2024-01-21,Nike,display,24,144.3991,6.016629166666667,0,0,1,0.0,0.0,0.0,0.0
2024-01-21,Nike,mobile,22,128.6299,5.846813636363636,0,0,1,0.0,0.0,0.0,0.0
2024-01-21,Toyota,display,23,143.0472,6.21944347826087,0,0,0,0.0,0.0,0.0,0.0
2024-01-21,Toyota,mobile,21,130.6321,6.220576190476191,0,0,0,0.0,0.0,0.0,0.0
2024-01-22,AmericanExpress,display,134,892.4118,6.659789552238806,0,0,10,0.0,0.0,0.0,0.0
2024-01-22,AmericanExpress,mobile,75,503.4971,6.713294666666666,0,0,7,0.0,0.0,0.0,0.0
2024-01-22,AmericanExpress,native,41,323.138,7.881414634146341,0,0,2,0.0,0.0,0.0,0.0
2024-01-22,Netflix,display,297,1555.6118,5.237750168350168,0,0,76,0.0,0.0,0.0,0.0
2024-01-22,Netflix,mobile,200,1005.3206,5.026603,0,0,51,0.0,0.0,0.0,0.0
2024-01-22,Nike,display,27,156.8356,5.808725925925926,0,0,0,0.0,0.0,0.0,0.0
2024-01-22,Nike,mobile,21,120.3061,5.728861904761905,0,0,1,0.0,0.0,0.0,0.0
2024-01-22,Toyota,display,29,177.9389,6.135824137931034,0,0,0,0.0,0.0,0.0,0.0
2024-01-22,Toyota,mobile,9,54.1147,6.0127444444444444,0,0,0,0.0,0.0,0.0,0.0
2024-01-23,AmericanExpress,display,128,860.6937,6.72416953125,1,0,12,0.0078125,0.0,0.0,0.0
2024-01-23,AmericanExpress,mobile,87,587.1578,6.748940229885057,0,0,8,0.0,0.0,0.0,0.0
2024-01-23,AmericanExpress,native,30,235.0927,7.836423333333333,0,0,4,0.0,0.0,0.0,0.0
2024-01-23,Netflix,display,287,1474.9252,5.1391121951219505,3,0,72,0.010452961672473868,0.0,0.0,0.0
2024-01-23,Netflix,mobile,194,956.4643,4.930228350515463,0,0,46,0.0,0.0,0.0,0.0
2024-01-23,Nike,display,23,135.2422,5.880095652173913,0,0,1,0.0,0.0,0.0,0.0
2024-01-23,Nike,mobile,21,122.2162,5.819819047619047,0,0,1,0.0,0.0,0.0,0.0
2024-01-23,Toyota,display,17,106.18430000000001,6.246135294117647,0,0,0,0.0,0.0,0.0,0.0
2024-01-23,Toyota,mobile,22,143.5094,6.523154545454545,0,0,0,0.0,0.0,0.0,0.0
2024-01-24,AmericanExpress,display,113,740.9243,6.556852212389381,0,0,5,0.0,0.0,0.0,0.0
2024-01-24,AmericanExpress,mobile,101,666.0318,6.594374257425742,1,0,7,0.009900990099009901,0.0,0.0,0.0
2024-01-24,AmericanExpress,native,41,302.2559,7.37209512195122,0,0,4,0.0,0.0,0.0,0.0
2024-01-24,Netflix,display,334,1677.3371,5.021967365269461,0,0,78,0.0,0.0,0.0,0.0
2024-01-24,Netflix,mobile,200,992.0916,4.960458,0,0,50,0.0,0.0,0.0,0.0
2024-01-24,Nike,display,38,220.6174,5.805721052631579,0,0,1,0.0,0.0,0.0,0.0
2024-01-24,Nike,mobile,24,148.2949,6.178954166666667,0,0,2,0.0,0.0,0.0,0.0
2024-01-24,Toyota,display,30,189.1835,6.306116666666667,0,0,0,0.0,0.0,0.0,0.0
2024-01-24,Toyota,mobile,15,94.0558,6.270386666666667,0,0,0,0.0,0.0,0.0,0.0
2024-01-25,AmericanExpress,display,145,1023.0014,7.055182068965517,0,0,23,0.0,0.0,0.0,0.0
2024-01-25,AmericanExpress,mobile,106,696.2237,6.568148113207547,0,0,7,0.0,0.0,0.0,0.0
2024-01-25,AmericanExpress,native,28,220.6144,7.879085714285714,0,0,1,0.0,0.0,0.0,0.0
2024-01-25,Netflix,display,308,1556.3535,5.053095779220779,0,0,77,0.0,0.0,0.0,0.0
2024-01-25,Netflix,mobile,183,946.1467,5.170200546448087,0,0,46,0.0,0.0,0.0,0.0
2024-01-25,Nike,display,34,209.5889,6.164379411764706,0,0,4,0.0,0.0,0.0,0.0
2024-01-25,Nike,mobile,21,134.5593,6.407585714285714,0,0,4,0.0,0.0,0.0,0.0
2024-01-25,Toyota,display,19,118.0726,6.214347368421052,0,0,0,0.0,0.0,0.0,0.0
2024-01-25,Toyota,mobile,16,113.6784,7.1049,0,0,0,0.0,0.0,0.0,0.0
2024-01-26,AmericanExpress,display,140,941.9106,6.727932857142857,0,0,11,0.0,0.0,0.0,0.0
2024-01-26,AmericanExpress,mobile,97,665.4054,6.859849484536082,0,0,12,0.0,0.0,0.0,0.0
2024-01-26,AmericanExpress,native,29,211.1706,7.281744827586207,0,0,2,0.0,0.0,0.0,0.0
2024-01-26,Netflix,display,304,1511.2821,4.971322697368421,1,0,70,0.003289473684210526,0.0,0.0,0.0
2024-01-26,Netflix,mobile,192,1007.4964,5.247377083333333,2,0,50,0.010416666666666666,0.0,0.0,0.0
2024-01-26,Nike,display,24,142.3571,5.931545833333334,0,0,1,0.0,0.0,0.0,0.0
2024-01-26,Nike,mobile,15,91.8738,6.12492,0,0,1,0.0,0.0,0.0,0.0
2024-01-26,Toyota,display,26,166.85399999999998,6.417461538461538,0,0,0,0.0,0.0,0.0,0.0
2024-01-26,Toyota,mobile,15,87.0995,5.806633333333334,0,0,0,0.0,0.0,0.0,0.0
2024-01-27,AmericanExpress,display,149,1016.6694,6.823284563758389,0,0,17,0.0,0.0,0.0,0.0
2024-01-27,AmericanExpress,mobile,91,601.2488,6.60712967032967,0,0,10,0.0,0.0,0.0,0.0
2024-01-27,AmericanExpress,native,37,265.6944,7.180929729729729,0,0,2,0.0,0.0,0.0,0.0
2024-01-27,Netflix,display,288,1548.8604,5.3779875,0,0,75,0.0,0.0,0.0,0.0
2024-01-27,Netflix,mobile,202,1031.3109,5.105499504950495,0,0,50,0.0,0.0,0.0,0.0
2024-01-27,Nike,display,35,209.3122,5.980348571428571,0,0,3,0.0,0.0,0.0,0.0
2024-01-27,Nike,mobile,29,177.2388,6.11168275862069,0,0,1,0.0,0.0,0.0,0.0
2024-01-27,Toyota,display,18,114.4693,6.359405555555556,0,0,0,0.0,0.0,0.0,0.0
2024-01-27,Toyota,mobile,8,49.0041,6.1255125,0,0,0,0.0,0.0,0.0,0.0
2024-01-28,AmericanExpress,display,130,868.7406,6.68262,0,0,12,0.0,0.0,0.0,0.0
2024-01-28,AmericanExpress,mobile,80,535.5232,6.694039999999999,0,0,7,0.0,0.0,0.0,0.0
2024-01-28,AmericanExpress,native,49,352.5562,7.195024489795919,0,0,4,0.0,0.0,0.0,0.0
2024-01-28,Netflix,display,346,1757.9438,5.080762427745665,0,0,86,0.0,0.0,0.0,0.0
2024-01-28,Netflix,mobile,194,1001.4516,5.162121649484536,0,0,49,0.0,0.0,0.0,0.0
2024-01-28,Nike,display,31,189.6322,6.117167741935484,0,0,4,0.0,0.0,0.0,0.0
2024-01-28,Nike,mobile,25,154.3096,6.172383999999999,0,0,3,0.0,0.0,0.0,0.0
2024-01-28,Toyota,display,22,140.421,6.382772727272727,0,0,0,0.0,0.0,0.0,0.0
2024-01-28,Toyota,mobile,13,89.6804,6.898492307692308,0,0,0,0.0,0.0,0.0,0.0
2024-01-29,AmericanExpress,display,126,859.0427999999999,6.817799999999999,0,0,18,0.0,0.0,0.0,0.0
2024-01-29,AmericanExpress,mobile,72,476.4697,6.617634722222222,0,0,5,0.0,0.0,0.0,0.0
2024-01-29,AmericanExpress,native,27,203.9516,7.5537629629629635,0,0,5,0.0,0.0,0.0,0.0
2024-01-29,Netflix,display,296,1574.3038999999999,5.318594256756756,0,0,80,0.0,0.0,0.0,0.0
2024-01-29,Netflix,mobile,198,1059.9946,5.353508080808081,0,0,54,0.0,0.0,0.0,0.0
2024-01-29,Nike,display,27,164.4015,6.0889444444444445,0,0,3,0.0,0.0,0.0,0.0
2024-01-29,Nike,mobile,25,149.9063,5.996251999999999,0,0,1,0.0,0.0,0.0,0.0
